airport,date,year,month,dep_flights,dep_cancelled,dep_diverted,dep_delayed15,dep_cancel_rate,dep_delay15_rate,avg_dep_delay,arr_flights,arr_cancelled,arr_diverted,arr_delayed15,arr_cancel_rate,arr_delay15_rate,avg_arr_delay,avg_taxi_out,avg_taxi_in,carrier_delay_min,weather_delay_min,nas_delay_min,security_delay_min,late_aircraft_delay_min
DCA,2017-01-25,2017,1,213,0,0,17,0.0,0.0798,2.53,212,0,1,14,0.0,0.066,-8.86,18.92,5.58,273.0,0,835.0,0,353.0
DCA,2017-01-26,2017,1,216,0,0,22,0.0,0.1019,1.52,215,0,0,24,0.0,0.1116,-5.24,20.05,5.53,338.0,0,445.0,0,312.0
DCA,2017-01-27,2017,1,215,0,0,13,0.0,0.0605,-1.43,217,0,0,19,0.0,0.0876,-8.1,17.91,5.63,82.0,0,241.0,0,213.0
DCA,2017-01-28,2017,1,148,0,0,5,0.0,0.0338,-4.93,147,0,0,4,0.0,0.0272,-13.35,14.34,4.82,52.0,0,0,0,23.0
DCA,2017-01-29,2017,1,194,2,0,16,0.0103,0.0833,5.44,194,4,0,30,0.0206,0.1579,2.29,16.52,6.32,1134.0,0,411.0,0,725.0
DCA,2017-01-30,2017,1,215,4,0,51,0.0186,0.2417,10.26,215,2,0,31,0.0093,0.1455,2.44,25.49,5.97,794.0,237.0,832.0,0,1121.0
DCA,2017-01-31,2017,1,209,5,0,22,0.0239,0.1078,3.22,211,3,0,27,0.0142,0.1298,-4.79,17.62,5.36,421.0,7.0,627.0,0,446.0
DCA,2018-01-01,2018,1,272,9,0,79,0.0331,0.3004,16.02,279,6,0,90,0.0215,0.3297,15.24,15.78,5.75,1116.0,53.0,484.0,0,2984.0
DCA,2018-01-02,2018,1,308,2,0,78,0.0065,0.2549,11.38,311,3,0,86,0.0096,0.2792,8.8,17.09,5.59,1168.0,20.0,536.0,0,1477.0
DCA,2018-01-03,2018,1,318,14,2,76,0.044,0.25,14.22,318,12,0,77,0.0377,0.2516,9.39,17.5,6.42,1319.0,140.0,623.0,0,2501.0
DCA,2018-01-04,2018,1,317,78,1,61,0.2461,0.2552,10.67,317,72,0,67,0.2271,0.2735,10.08,25.7,6.58,1313.0,137.0,745.0,0,861.0
DCA,2018-01-05,2018,1,319,27,2,84,0.0846,0.2877,19.72,320,38,0,69,0.1187,0.2447,15.95,15.18,6.29,1656.0,110.0,1409.0,0,2632.0
DCA,2018-01-06,2018,1,251,14,0,61,0.0558,0.2574,12.86,250,14,0,51,0.056,0.2161,6.9,16.31,5.17,1280.0,0,460.0,0,1357.0
DCA,2018-01-07,2018,1,334,8,0,97,0.024,0.2975,21.18,334,9,0,91,0.0269,0.28,16.18,16.34,7.24,2003.0,390.0,599.0,0,3752.0
DCA,2018-01-08,2018,1,382,43,2,105,0.1126,0.3097,21.01,382,41,0,115,0.1073,0.3372,16.81,19.27,8.55,2036.0,33.0,888.0,0,4299.0
DCA,2018-01-09,2018,1,380,28,0,186,0.0737,0.5284,48.8,381,27,26,182,0.0709,0.5141,44.89,21.89,8.11,2211.0,998.0,1154.0,0,12396.0
DCA,2018-01-10,2018,1,382,0,0,43,0.0,0.1126,3.29,381,3,0,45,0.0079,0.119,-3.54,21.77,6.66,880.0,14.0,853.0,0,1054.0
DCA,2018-01-11,2018,1,386,5,0,48,0.013,0.126,6.06,385,3,0,58,0.0078,0.1518,1.25,19.57,6.67,1181.0,15.0,610.0,0,1721.0
DCA,2018-01-12,2018,1,386,73,2,190,0.1891,0.607,74.95,386,66,29,211,0.171,0.6594,76.27,18.63,8.5,2122.0,646.0,2456.0,0,17132.0
DCA,2018-01-13,2018,1,240,11,0,50,0.0458,0.2183,8.53,241,14,0,38,0.0581,0.1674,-1.11,13.8,5.13,1045.0,64.0,166.0,0,710.0
DCA,2018-01-14,2018,1,293,2,0,29,0.0068,0.0997,1.64,293,3,0,34,0.0102,0.1172,-5.33,15.56,5.51,603.0,0,98.0,0,689.0
DCA,2018-01-15,2018,1,373,3,0,83,0.008,0.2243,8.87,373,3,0,117,0.008,0.3162,8.34,18.95,5.55,670.0,0,1065.0,0,2116.0
DCA,2018-01-16,2018,1,380,16,2,64,0.0421,0.1758,6.65,381,17,0,71,0.0446,0.1951,4.23,18.23,6.14,1034.0,0,461.0,0,1863.0
DCA,2018-01-17,2018,1,383,49,0,133,0.1279,0.3982,30.03,382,43,0,148,0.1126,0.4366,23.87,24.06,7.91,2648.0,1365.0,2619.0,0,4284.0
DCA,2018-01-18,2018,1,387,14,0,77,0.0362,0.2064,8.18,386,21,0,65,0.0544,0.1781,3.36,18.48,5.74,1053.0,0,467.0,0,1626.0
DCA,2018-01-19,2018,1,387,7,0,66,0.0181,0.1737,6.7,387,9,0,56,0.0233,0.1481,-1.1,18.88,6.37,1373.0,0,347.0,0,1177.0
DCA,2018-01-20,2018,1,245,0,0,20,0.0,0.0816,2.64,248,2,0,17,0.0081,0.0691,-10.24,13.28,5.65,619.0,0,2.0,0,848.0
DCA,2018-01-21,2018,1,352,6,0,24,0.017,0.0694,-0.97,349,5,2,31,0.0143,0.0901,-6.11,16.99,6.32,471.0,46.0,275.0,0,474.0
DCA,2018-01-22,2018,1,385,9,1,36,0.0234,0.0957,3.22,386,10,0,26,0.0259,0.0691,-6.94,16.87,6.12,722.0,16.0,1268.0,0,860.0
DCA,2018-01-23,2018,1,380,6,0,41,0.0158,0.1096,1.93,381,8,0,43,0.021,0.1153,-5.26,20.49,5.95,264.0,205.0,1381.0,0,1380.0
DCA,2018-01-24,2018,1,383,2,0,44,0.0052,0.1155,1.74,382,1,0,49,0.0026,0.1286,-5.64,19.31,5.91,511.0,0,607.0,0,1259.0
DCA,2018-01-25,2018,1,387,2,0,38,0.0052,0.0987,3.07,386,6,0,39,0.0155,0.1026,-6.19,18.09,5.71,748.0,0,359.0,25.0,1552.0
DCA,2018-01-26,2018,1,387,2,0,31,0.0052,0.0805,0.58,387,2,0,34,0.0052,0.0883,-7.31,19.61,6.36,469.0,0,274.0,0,693.0
DCA,2018-01-27,2018,1,245,1,2,12,0.0041,0.0492,-2.89,248,2,0,10,0.0081,0.0407,-13.65,15.11,5.98,285.0,0,27.0,0,243.0
DCA,2018-01-28,2018,1,352,0,1,45,0.0,0.1278,3.82,349,0,0,37,0.0,0.106,-4.66,18.57,6.2,965.0,64.0,344.0,0,1220.0
DCA,2018-01-29,2018,1,385,4,1,61,0.0104,0.1601,8.7,386,3,1,69,0.0078,0.1802,6.84,18.62,5.67,1590.0,17.0,656.0,0,2500.0
DCA,2018-01-30,2018,1,380,2,0,67,0.0053,0.1772,6.85,381,3,0,80,0.0079,0.2116,4.57,19.96,6.13,570.0,57.0,896.0,0,2589.0
DCA,2018-01-31,2018,1,383,1,0,26,0.0026,0.0681,-0.38,382,1,0,19,0.0026,0.0499,-9.12,18.14,6.52,475.0,0,229.0,0,634.0
DCA,2019-01-01,2019,1,293,1,0,47,0.0034,0.161,6.18,298,1,0,56,0.0034,0.1886,-0.51,14.89,5.22,989.0,0,404.0,0,1304.0
DCA,2019-01-02,2019,1,331,2,0,46,0.006,0.1398,4.42,332,3,0,56,0.009,0.1702,0.59,15.88,5.61,1128.0,18.0,588.0,0,1025.0
DCA,2019-01-03,2019,1,330,1,1,44,0.003,0.1337,6.09,332,1,1,50,0.003,0.1511,5.49,16.39,5.12,794.0,62.0,271.0,0,2084.0
DCA,2019-01-04,2019,1,333,0,1,37,0.0,0.1111,6.05,332,1,1,48,0.003,0.145,3.41,16.24,5.4,1655.0,8.0,236.0,0,1369.0
DCA,2019-01-05,2019,1,273,0,1,30,0.0,0.1099,4.92,276,0,2,32,0.0,0.1159,-2.25,15.3,4.57,886.0,0,427.0,0,786.0
DCA,2019-01-06,2019,1,372,0,1,52,0.0,0.1398,8.51,372,1,0,58,0.0027,0.1563,3.62,18.33,5.57,1564.0,34.0,593.0,30.0,2095.0
DCA,2019-01-07,2019,1,422,2,2,35,0.0047,0.0833,2.17,423,3,1,37,0.0071,0.0881,-6.51,18.54,6.26,1235.0,0,422.0,0,1086.0
DCA,2019-01-08,2019,1,420,7,2,38,0.0167,0.092,-0.69,421,9,3,44,0.0214,0.1068,-7.25,18.34,7.04,473.0,0,634.0,0,791.0
DCA,2019-01-09,2019,1,420,2,0,36,0.0048,0.0861,-1.07,420,3,0,44,0.0071,0.1055,-5.88,18.56,6.06,631.0,0,525.0,134.0,502.0
DCA,2019-01-10,2019,1,423,10,1,45,0.0236,0.109,5.53,422,13,0,45,0.0308,0.11,-0.79,19.41,5.37,942.0,0,2314.0,0,1240.0
DCA,2019-01-11,2019,1,423,4,0,74,0.0095,0.1766,8.49,423,3,0,74,0.0071,0.1762,1.13,20.01,6.2,2153.0,0,1371.0,0,1635.0
DCA,2019-01-12,2019,1,261,11,0,16,0.0421,0.064,-2.5,264,47,0,22,0.178,0.1014,-9.25,21.36,5.81,237.0,0,652.0,0,294.0
DCA,2019-01-13,2019,1,386,209,1,115,0.5415,0.6497,107.81,383,163,23,109,0.4256,0.4955,77.1,59.3,30.56,3002.0,9924.0,5355.0,0,6100.0
DCA,2019-01-14,2019,1,423,29,4,138,0.0686,0.3503,21.46,423,35,1,120,0.0827,0.3093,15.41,25.21,8.62,1796.0,939.0,1780.0,32.0,4889.0
DCA,2019-01-15,2019,1,420,0,0,43,0.0,0.1024,0.54,421,0,0,52,0.0,0.1235,-3.27,19.69,6.15,550.0,107.0,607.0,0,733.0
DCA,2019-01-16,2019,1,420,0,1,41,0.0,0.0976,2.79,420,1,0,53,0.0024,0.1265,-1.76,22.19,5.9,510.0,0,1429.0,0,1148.0
DCA,2019-01-17,2019,1,423,0,1,89,0.0,0.2104,14.11,422,2,0,82,0.0047,0.1952,6.13,27.98,8.18,1974.0,1019.0,3315.0,0,3533.0
DCA,2019-01-18,2019,1,423,8,0,99,0.0189,0.2386,11.78,423,5,0,94,0.0118,0.2249,6.41,22.29,6.41,1453.0,19.0,1959.0,0,2676.0
DCA,2019-01-19,2019,1,257,39,2,24,0.1518,0.1101,1.33,258,34,0,30,0.1318,0.1339,-5.98,16.95,5.44,197.0,197.0,528.0,0,299.0
DCA,2019-01-20,2019,1,353,58,0,64,0.1643,0.2169,8.0,352,58,0,67,0.1648,0.2279,7.93,15.67,6.07,750.0,0,603.0,0,1533.0
DCA,2019-01-21,2019,1,415,34,2,132,0.0819,0.3465,30.86,415,39,1,125,0.094,0.3324,22.09,19.75,8.51,2500.0,2126.0,4254.0,0,4604.0
DCA,2019-01-22,2019,1,420,22,1,107,0.0524,0.2688,25.23,421,21,0,101,0.0499,0.2525,14.86,20.97,7.56,2295.0,500.0,5001.0,0,4221.0
DCA,2019-01-23,2019,1,419,11,1,105,0.0263,0.2574,14.33,420,11,0,116,0.0262,0.2836,11.91,18.61,6.67,1204.0,29.0,3163.0,0,3412.0
DCA,2019-01-24,2019,1,423,25,3,163,0.0591,0.4095,33.02,422,25,0,201,0.0592,0.5063,29.18,21.14,7.22,4456.0,192.0,3756.0,0,6384.0
DCA,2019-01-25,2019,1,423,13,0,89,0.0307,0.2171,13.01,423,17,1,101,0.0402,0.2488,9.39,19.14,6.75,2176.0,0,2192.0,0,2728.0
DCA,2019-01-26,2019,1,261,1,0,19,0.0038,0.0731,-0.83,264,3,0,17,0.0114,0.0651,-10.21,15.36,5.37,702.0,0,213.0,0,189.0
DCA,2019-01-27,2019,1,386,1,0,55,0.0026,0.1429,5.11,383,3,0,79,0.0078,0.2079,4.08,16.55,6.59,719.0,0,1238.0,0,1920.0
DCA,2019-01-28,2019,1,423,21,1,59,0.0496,0.1468,10.73,423,23,0,58,0.0544,0.145,1.48,18.16,7.29,554.0,231.0,2656.0,0,2177.0
DCA,2019-01-29,2019,1,420,41,0,92,0.0976,0.2427,12.41,421,41,0,123,0.0974,0.3237,11.86,22.34,6.5,1939.0,344.0,1822.0,0,2956.0
DCA,2019-01-30,2019,1,420,55,1,79,0.131,0.2164,9.36,420,53,1,93,0.1262,0.2534,5.93,18.77,7.23,1127.0,67.0,2669.0,0,1715.0
DCA,2019-01-31,2019,1,423,26,1,73,0.0615,0.1839,8.73,422,32,0,70,0.0758,0.1795,3.53,18.38,7.57,1337.0,22.0,870.0,28.0,2089.0
DCA,2019-07-01,2019,7,377,5,0,57,0.0133,0.1532,5.07,377,5,0,51,0.0133,0.1371,-2.32,16.69,6.4,984.0,0,339.0,0,1437.0
DCA,2019-07-02,2019,7,374,10,1,92,0.0267,0.2527,24.39,374,13,3,106,0.0348,0.2936,14.24,24.65,8.17,1135.0,2731.0,3576.0,0,3775.0
DCA,2019-07-03,2019,7,331,3,1,57,0.0091,0.1738,7.17,331,3,0,65,0.0091,0.1982,2.78,18.49,6.16,863.0,144.0,888.0,0,1291.0
DCA,2019-07-04,2019,7,317,75,1,86,0.2366,0.3554,58.9,314,66,15,87,0.2102,0.3508,29.63,23.52,9.3,1244.0,1927.0,6779.0,0,6053.0
DCA,2019-07-05,2019,7,321,7,1,83,0.0218,0.2643,21.94,323,7,0,90,0.0217,0.2848,17.54,20.15,5.94,1729.0,528.0,2058.0,129.0,3824.0
DCA,2019-07-06,2019,7,292,21,3,74,0.0719,0.2731,40.41,291,15,4,80,0.0515,0.2899,32.93,21.37,11.11,1930.0,2233.0,4734.0,0,3556.0
DCA,2019-07-07,2019,7,369,23,1,135,0.0623,0.3902,31.88,371,27,0,176,0.0728,0.5116,35.87,17.88,6.37,2747.0,0,887.0,99.0,7210.0
DCA,2019-07-08,2019,7,405,11,4,195,0.0272,0.4949,39.63,405,9,18,180,0.0222,0.4545,33.9,26.59,8.61,3183.0,1240.0,3094.0,10.0,9547.0
DCA,2019-07-09,2019,7,405,3,0,56,0.0074,0.1393,2.63,405,4,0,56,0.0099,0.1397,-0.27,17.88,6.21,644.0,0,288.0,0,1424.0
DCA,2019-07-10,2019,7,405,3,2,70,0.0074,0.1741,10.83,405,2,0,63,0.0049,0.1563,5.83,18.0,6.55,1889.0,0,498.0,0,3035.0
DCA,2019-07-11,2019,7,405,94,1,109,0.2321,0.3505,60.06,405,80,7,138,0.1975,0.4246,62.44,23.51,7.69,3845.0,5404.0,2887.0,0,8324.0
DCA,2019-07-12,2019,7,405,9,2,88,0.0222,0.2222,15.03,405,16,0,86,0.0395,0.2211,10.43,18.99,6.6,3263.0,0,856.0,0,2315.0
DCA,2019-07-13,2019,7,302,7,1,36,0.0232,0.122,3.55,298,8,0,28,0.0268,0.0966,-7.17,17.19,5.87,1210.0,0,257.0,0,648.0
DCA,2019-07-14,2019,7,369,2,1,30,0.0054,0.0817,2.24,373,3,0,30,0.008,0.0811,-4.95,19.2,6.62,1063.0,0,566.0,0,919.0
DCA,2019-07-15,2019,7,405,5,2,48,0.0123,0.12,6.91,405,4,0,52,0.0099,0.1297,-0.73,19.9,6.26,2298.0,0,847.0,0,1729.0
DCA,2019-07-16,2019,7,405,2,0,54,0.0049,0.134,4.81,405,2,0,70,0.0049,0.1737,1.93,19.6,6.99,987.0,0,521.0,0,2015.0
DCA,2019-07-17,2019,7,405,37,3,102,0.0914,0.2772,26.57,405,39,6,112,0.0963,0.306,22.74,23.13,6.88,1383.0,1652.0,3591.0,0,4964.0
DCA,2019-07-18,2019,7,405,17,2,105,0.042,0.2706,24.27,405,20,0,114,0.0494,0.2961,23.13,18.92,6.32,1460.0,0,3656.0,0,4818.0
DCA,2019-07-19,2019,7,405,8,3,100,0.0198,0.2519,18.92,405,6,0,96,0.0148,0.2406,11.61,17.29,6.63,2223.0,62.0,1305.0,0,3667.0
DCA,2019-07-20,2019,7,301,2,2,79,0.0066,0.2642,15.64,297,1,0,68,0.0034,0.2297,14.45,16.18,5.98,1313.0,30.0,562.0,0,2292.0
DCA,2019-07-21,2019,7,369,20,0,129,0.0542,0.3696,38.22,373,21,1,159,0.0563,0.4517,34.46,25.95,7.76,3594.0,1037.0,3953.0,17.0,7065.0
DCA,2019-07-22,2019,7,405,34,1,97,0.084,0.2615,18.71,405,33,0,116,0.0815,0.3118,15.59,23.08,6.8,1407.0,624.0,3411.0,0,3329.0
DCA,2019-07-23,2019,7,405,8,0,77,0.0198,0.194,12.06,405,11,0,94,0.0272,0.2386,11.85,20.07,5.81,1098.0,0,1731.0,22.0,3568.0
DCA,2019-07-24,2019,7,405,7,0,86,0.0173,0.2161,12.74,405,8,6,70,0.0198,0.1763,4.52,21.55,6.8,2146.0,122.0,1433.0,0,3056.0
DCA,2019-07-25,2019,7,405,6,2,53,0.0148,0.1328,6.57,405,7,0,46,0.0173,0.1156,-3.23,19.19,6.01,2283.0,0,457.0,0,1196.0
DCA,2019-07-26,2019,7,405,2,0,57,0.0049,0.1414,3.85,405,2,0,54,0.0049,0.134,-0.92,18.58,5.7,772.0,70.0,556.0,0,1089.0
DCA,2019-07-27,2019,7,302,0,1,38,0.0,0.1258,4.02,298,0,0,33,0.0,0.1107,-5.45,15.3,5.97,1172.0,0,168.0,0,569.0
DCA,2019-07-28,2019,7,369,1,0,44,0.0027,0.1196,4.18,373,1,0,38,0.0027,0.1022,-4.92,16.95,6.41,997.0,0,250.0,0,1443.0
DCA,2019-07-29,2019,7,405,5,0,64,0.0123,0.16,8.21,405,7,0,93,0.0173,0.2337,6.31,19.55,6.82,742.0,0,1814.0,0,2109.0
DCA,2019-07-30,2019,7,405,10,2,80,0.0247,0.2025,15.04,405,8,3,90,0.0198,0.2267,13.3,21.32,6.57,1111.0,856.0,2071.0,0,3730.0
DCA,2019-07-31,2019,7,405,45,0,74,0.1111,0.2056,14.93,405,39,1,88,0.0963,0.2404,13.46,23.78,6.41,1767.0,455.0,3172.0,0,2517.0
DCA,2020-01-01,2020,1,246,0,0,18,0.0,0.0732,1.82,245,0,0,17,0.0,0.0694,-7.42,14.35,5.47,240.0,0,123.0,0,1069.0
DCA,2020-01-02,2020,1,346,0,0,51,0.0,0.1474,7.5,346,2,0,46,0.0058,0.1337,-2.59,15.17,6.46,763.0,177.0,194.0,0,2550.0
DCA,2020-01-03,2020,1,345,3,2,58,0.0087,0.1696,7.24,346,2,0,55,0.0058,0.1599,2.16,16.47,7.12,967.0,18.0,686.0,0,2177.0
DCA,2020-01-04,2020,1,284,1,2,72,0.0035,0.2544,15.87,284,2,1,90,0.007,0.3191,18.47,19.38,6.13,2029.0,34.0,1472.0,0,2334.0
DCA,2020-01-05,2020,1,340,1,0,58,0.0029,0.1711,10.45,341,1,1,46,0.0029,0.1353,0.3,17.3,5.77,1615.0,0,265.0,0,2465.0
DCA,2020-01-06,2020,1,391,1,0,35,0.0026,0.0897,0.35,390,2,0,39,0.0051,0.1005,-4.94,18.84,5.77,355.0,0,564.0,0,1657.0
DCA,2020-01-07,2020,1,397,12,0,68,0.0302,0.1766,11.22,396,12,1,75,0.0303,0.1953,0.82,33.36,7.61,1692.0,670.0,3875.0,0,3520.0
DCA,2020-01-08,2020,1,403,3,0,60,0.0074,0.15,6.53,403,4,0,69,0.0099,0.1729,-1.18,20.87,5.98,542.0,26.0,1347.0,0,3078.0
DCA,2020-01-09,2020,1,407,3,0,45,0.0074,0.1114,2.75,408,3,0,37,0.0074,0.0914,-5.58,19.25,6.58,633.0,0,242.0,0,1985.0
DCA,2020-01-10,2020,1,407,4,2,70,0.0098,0.1737,8.06,407,4,0,67,0.0098,0.1663,0.69,17.33,6.79,1682.0,71.0,596.0,0,2330.0
DCA,2020-01-11,2020,1,281,14,2,32,0.0498,0.1199,1.76,281,15,0,39,0.0534,0.1466,-3.02,15.21,5.47,384.0,24.0,1177.0,113.0,589.0
DCA,2020-01-12,2020,1,374,4,0,50,0.0107,0.1351,4.3,374,5,0,54,0.0134,0.1463,3.38,17.03,5.27,750.0,0,437.0,0,2059.0
DCA,2020-01-13,2020,1,407,5,2,58,0.0123,0.1443,7.24,407,7,0,54,0.0172,0.135,-1.85,20.26,6.57,1049.0,8.0,670.0,0,3425.0
DCA,2020-01-14,2020,1,405,1,1,45,0.0025,0.1114,3.95,405,5,1,53,0.0123,0.1325,-1.06,19.78,5.48,900.0,3.0,716.0,0,2058.0
DCA,2020-01-15,2020,1,406,0,2,38,0.0,0.0936,1.65,406,1,1,34,0.0025,0.084,-8.27,18.82,7.21,930.0,33.0,229.0,0,1227.0
DCA,2020-01-16,2020,1,406,3,0,95,0.0074,0.2357,13.82,406,5,0,91,0.0123,0.2269,3.07,21.61,6.96,1612.0,24.0,3172.0,0,2646.0
DCA,2020-01-17,2020,1,407,22,0,66,0.0541,0.1714,10.96,407,22,0,55,0.0541,0.1429,-0.84,19.05,6.69,1175.0,0,1135.0,0,2655.0
DCA,2020-01-18,2020,1,277,5,3,58,0.0181,0.2132,14.72,277,6,1,55,0.0217,0.203,4.55,25.42,6.29,1053.0,323.0,1646.0,0,2369.0
DCA,2020-01-19,2020,1,336,3,0,50,0.0089,0.1502,8.14,338,4,0,44,0.0118,0.1317,-2.57,16.95,5.66,1510.0,0,188.0,0,2190.0
DCA,2020-01-20,2020,1,399,0,0,71,0.0,0.1779,9.6,397,1,0,68,0.0025,0.1717,3.29,18.75,5.54,1467.0,0,477.0,0,2453.0
DCA,2020-01-21,2020,1,405,3,1,41,0.0074,0.102,1.77,405,3,0,46,0.0074,0.1144,-0.52,20.4,5.3,386.0,0,389.0,0,1593.0
DCA,2020-01-22,2020,1,406,3,1,41,0.0074,0.1017,4.85,406,4,0,38,0.0099,0.0945,-1.97,18.16,5.86,666.0,0,138.0,0,2782.0
DCA,2020-01-23,2020,1,407,2,0,49,0.0049,0.121,4.57,407,0,0,62,0.0,0.1523,-2.24,19.59,6.63,1268.0,0,398.0,43.0,1338.0
DCA,2020-01-24,2020,1,407,2,3,54,0.0049,0.1333,3.23,407,6,0,59,0.0147,0.1471,-0.2,18.54,5.94,447.0,0,201.0,0,1437.0
DCA,2020-01-25,2020,1,281,0,0,22,0.0,0.0783,3.66,281,0,0,22,0.0,0.0783,-6.93,16.02,4.92,1261.0,0,133.0,0,793.0
DCA,2020-01-26,2020,1,374,0,1,39,0.0,0.1043,1.29,374,0,0,30,0.0,0.0802,-6.19,17.35,5.89,774.0,0,174.0,0,921.0
DCA,2020-01-27,2020,1,407,0,1,47,0.0,0.1155,0.37,407,1,0,38,0.0025,0.0936,-3.23,19.23,5.67,543.0,0,199.0,0,1213.0
DCA,2020-01-28,2020,1,405,1,2,35,0.0025,0.0866,-1.18,405,0,0,41,0.0,0.1012,-7.22,20.96,6.06,638.0,0,324.0,0,977.0
DCA,2020-01-29,2020,1,406,0,0,21,0.0,0.0517,-0.01,406,0,0,31,0.0,0.0764,-8.91,18.76,6.12,889.0,0,215.0,0,1157.0
DCA,2020-01-30,2020,1,407,0,0,59,0.0,0.145,6.4,406,0,6,62,0.0,0.1527,-1.83,19.15,6.64,1695.0,0,195.0,1.0,1980.0
DCA,2020-01-31,2020,1,406,0,0,46,0.0,0.1133,4.96,407,0,0,48,0.0,0.1179,-4.8,18.91,6.36,1977.0,15.0,494.0,0,1235.0
DCA,2020-04-01,2020,4,344,173,0,11,0.5029,0.0643,-3.61,346,178,0,5,0.5145,0.0298,-15.83,12.63,5.39,405.0,0,0,0,86.0
DCA,2020-04-02,2020,4,343,193,0,13,0.5627,0.0867,-1.53,344,195,0,4,0.5669,0.0268,-18.38,12.91,4.62,589.0,0,21.0,0,65.0
DCA,2020-04-03,2020,4,343,180,0,5,0.5248,0.0307,-7.21,343,178,0,8,0.519,0.0485,-17.22,12.9,4.75,44.0,0,0,0,66.0
DCA,2020-04-04,2020,4,249,139,0,5,0.5582,0.0455,-6.14,248,141,0,3,0.5685,0.028,-16.46,11.03,4.38,144.0,0,0,0,4.0
DCA,2020-04-05,2020,4,305,169,0,0,0.5541,0.0,-9.46,306,170,0,2,0.5556,0.0147,-20.59,11.68,4.9,0,0,0,0,0
DCA,2020-04-06,2020,4,282,151,0,15,0.5355,0.1145,0.18,284,144,0,24,0.507,0.1714,-5.66,12.22,4.85,321.0,0,0,0,380.0
DCA,2020-04-07,2020,4,211,102,0,4,0.4834,0.0367,-7.97,207,102,0,2,0.4928,0.019,-19.31,11.38,3.92,39.0,0,18.0,0,29.0
DCA,2020-04-08,2020,4,199,71,0,2,0.3568,0.0156,-8.26,197,73,0,3,0.3706,0.0242,-21.35,12.25,5.39,36.0,0,33.0,0,3.0
DCA,2020-04-09,2020,4,199,95,0,4,0.4774,0.0385,-5.8,198,95,1,4,0.4798,0.0388,-22.78,12.33,4.11,256.0,0,83.0,0,121.0
DCA,2020-04-10,2020,4,194,91,1,3,0.4691,0.0291,-5.03,196,94,0,2,0.4796,0.0196,-23.35,12.16,4.0,361.0,0,0,0,0
DCA,2020-04-11,2020,4,160,65,0,4,0.4062,0.0421,-6.36,159,62,0,2,0.3899,0.0206,-23.48,12.09,3.74,204.0,0,0,0,0
DCA,2020-04-12,2020,4,147,52,0,5,0.3537,0.0526,-6.53,156,54,0,3,0.3462,0.0294,-20.17,11.0,4.39,174.0,0,37.0,0,0
DCA,2020-04-13,2020,4,152,43,0,6,0.2829,0.055,-5.06,152,47,2,6,0.3092,0.0571,-20.31,11.73,4.26,16.0,0,19.0,0,287.0
DCA,2020-04-14,2020,4,140,52,0,0,0.3714,0.0,-9.45,137,49,0,3,0.3577,0.0341,-26.31,11.56,3.83,14.0,0,76.0,0,0
DCA,2020-04-15,2020,4,134,47,0,2,0.3507,0.023,-7.61,134,46,1,1,0.3433,0.0114,-25.02,10.62,4.09,17.0,0,90.0,0,0
DCA,2020-04-16,2020,4,139,56,0,1,0.4029,0.012,-9.33,137,57,0,2,0.4161,0.025,-19.89,12.07,3.84,0,0,0,0,40.0
DCA,2020-04-17,2020,4,136,53,0,4,0.3897,0.0482,-7.08,136,52,0,1,0.3824,0.0119,-23.06,11.83,4.01,124.0,0,34.0,0,0
DCA,2020-04-18,2020,4,106,43,0,4,0.4057,0.0635,-3.83,108,43,0,4,0.3981,0.0615,-21.97,12.7,3.95,184.0,0,36.0,0,17.0
DCA,2020-04-19,2020,4,124,56,0,0,0.4516,0.0,-9.04,123,54,0,2,0.439,0.029,-18.46,11.62,4.62,0,0,104.0,0,0
DCA,2020-04-20,2020,4,128,51,0,2,0.3984,0.026,-7.4,128,52,0,1,0.4062,0.0132,-23.2,12.09,3.84,37.0,0,34.0,0,0
DCA,2020-04-21,2020,4,127,55,0,2,0.4331,0.0278,-7.29,128,57,0,2,0.4453,0.0282,-21.38,11.42,4.39,23.0,0,0,0,0
DCA,2020-04-22,2020,4,122,50,0,2,0.4098,0.0278,-6.69,126,53,0,0,0.4206,0.0,-25.21,11.83,3.75,20.0,0,117.0,0,0
DCA,2020-04-23,2020,4,129,53,0,1,0.4109,0.0132,-7.37,127,54,0,1,0.4252,0.0137,-23.63,11.84,4.42,30.0,0,13.0,0,0
DCA,2020-04-24,2020,4,132,49,0,3,0.3712,0.0361,-5.3,130,46,0,3,0.3538,0.0357,-20.33,11.45,3.85,84.0,0,34.0,0,74.0
DCA,2020-04-25,2020,4,95,37,0,0,0.3895,0.0,-8.59,100,37,0,3,0.37,0.0476,-22.48,11.38,4.1,0,0,0,0,0
DCA,2020-04-26,2020,4,125,48,0,2,0.384,0.026,-4.62,123,46,0,1,0.374,0.013,-22.88,10.73,3.84,26.0,0,11.0,0,90.0
DCA,2020-04-27,2020,4,129,63,0,2,0.4884,0.0303,-7.5,127,60,0,1,0.4724,0.0149,-19.97,11.89,3.69,46.0,0,0,0,0
DCA,2020-04-28,2020,4,123,49,0,1,0.3984,0.0135,-7.38,126,50,0,1,0.3968,0.0132,-17.38,11.7,5.03,0,0,20.0,0,0
DCA,2020-04-29,2020,4,123,39,0,1,0.3171,0.0119,-6.81,121,46,0,1,0.3802,0.0133,-16.6,11.31,4.93,0,0,0,0,92.0
